Run scenario: n021w4

Processing: week 0
================================================================================

Finish initial solution ...
penalties -- H1: 0, H2: 0, H3: 6000 H4: 0, S1: 630, S2+S3+S5: 3900, S4: 60, ComC: 441.5278
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 420, S2+S3+S5: 1980, S4: 50, ComC: 486.5711
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 390, S2+S3+S5: 1965, S4: 50, ComC: 489.3468
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 390, S2+S3+S5: 1965, S4: 50, ComC: 489.3468
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 390, S2+S3+S5: 2040, S4: 40, ComC: 488.7681
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 390, S2+S3+S5: 1950, S4: 50, ComC: 490.2727
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 490.8399
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2070, S4: 50, ComC: 493.6082
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2055, S4: 50, ComC: 490.7946
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 490.8399
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 50, ComC: 494.0859
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2055, S4: 60, ComC: 496.4003
penalties -- H1: 0, H2: 1000, H3: 1000 H4: 0, S1: 360, S2+S3+S5: 2145, S4: 50, ComC: 494.9655
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 390, S2+S3+S5: 1980, S4: 50, ComC: 501.7449
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 50, ComC: 494.0859
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 50, ComC: 494.0859
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 50, ComC: 494.0859
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 50, ComC: 494.0859
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 50, ComC: 494.0859
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 50, ComC: 494.0859
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 330, S2+S3+S5: 2040, S4: 50, ComC: 499.9118
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 390, S2+S3+S5: 1740, S4: 50, ComC: 469.9230
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2040, S4: 60, ComC: 489.7031
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2115, S4: 50, ComC: 500.2685
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 360, S2+S3+S5: 2055, S4: 50, ComC: 501.1951
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 360, S2+S3+S5: 2010, S4: 50, ComC: 491.7559
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 2000, H3: 500 H4: 0, S1: 420, S2+S3+S5: 2040, S4: 50, ComC: 496.3927
penalties -- H1: 0, H2: 1000, H3: 1000 H4: 0, S1: 360, S2+S3+S5: 2040, S4: 50, ComC: 494.2565
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 390, S2+S3+S5: 1935, S4: 40, ComC: 491.6949
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1980, S4: 50, ComC: 493.5920
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 496.0856
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 390, S2+S3+S5: 2025, S4: 40, ComC: 487.9522
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 2220, S4: 50, ComC: 485.8636
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 496.0856
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 496.0856
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 496.0856
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 496.0856
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 390, S2+S3+S5: 2190, S4: 50, ComC: 494.0387
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 496.0856
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 50, ComC: 496.0856
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 360, S2+S3+S5: 1920, S4: 60, ComC: 498.9657
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 2025, S4: 60, ComC: 491.0699
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1980, S4: 60, ComC: 492.0833
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 2010, S4: 60, ComC: 485.7731
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 490.8500
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1950, S4: 60, ComC: 493.5835
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1995, S4: 60, ComC: 492.1374
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.7008
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 360, S2+S3+S5: 2025, S4: 60, ComC: 498.4680
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 491.7677
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 2010, S4: 60, ComC: 491.1298
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 489.0311
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 487.9922
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 2040, S4: 60, ComC: 488.2803
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 360, S2+S3+S5: 1935, S4: 60, ComC: 494.7420
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 1980, S4: 60, ComC: 493.6181
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 2010, S4: 60, ComC: 486.7106
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1965, S4: 60, ComC: 490.3365
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 2100, S4: 60, ComC: 487.6050
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 2085, S4: 60, ComC: 496.5400
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 2000, H3: 0 H4: 0, S1: 390, S2+S3+S5: 2025, S4: 60, ComC: 497.0497
penalties -- H1: 0, H2: 2000, H3: 0 H4: 0, S1: 390, S2+S3+S5: 2025, S4: 60, ComC: 493.5107
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 492.0989
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 2025, S4: 60, ComC: 485.1934
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 2085, S4: 60, ComC: 486.7163
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1860, S4: 60, ComC: 491.1073
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 330, S2+S3+S5: 2190, S4: 60, ComC: 489.4223
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 2130, S4: 60, ComC: 491.3224
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 2190, S4: 60, ComC: 493.7317
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 2025, S4: 60, ComC: 490.1423
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 491.1376
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 2115, S4: 60, ComC: 478.2344
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 2145, S4: 60, ComC: 492.7597
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 2145, S4: 60, ComC: 490.1627
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 2010, S4: 60, ComC: 490.3546
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 490.3693
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 490.5861
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1950, S4: 60, ComC: 494.7060
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 487.2096
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 300, S2+S3+S5: 2175, S4: 60, ComC: 497.6063
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1995, S4: 60, ComC: 490.8880
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1980, S4: 60, ComC: 492.6599
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1935, S4: 60, ComC: 492.7710
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 2025, S4: 60, ComC: 496.4327
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1935, S4: 60, ComC: 492.7710
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1935, S4: 60, ComC: 492.7593
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1935, S4: 60, ComC: 492.7710
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1935, S4: 60, ComC: 492.7710
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 330, S2+S3+S5: 1995, S4: 60, ComC: 493.5585
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1830, S4: 60, ComC: 489.6261
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 494.1141
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 494.1141
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1830, S4: 60, ComC: 495.2195
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 494.1141
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 494.1141
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1785, S4: 60, ComC: 467.2506
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 330, S2+S3+S5: 1830, S4: 60, ComC: 475.5194
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1965, S4: 60, ComC: 495.2985
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 494.1141
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 494.1141
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 491.8414
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1770, S4: 60, ComC: 495.2820
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 491.8414
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 330, S2+S3+S5: 1800, S4: 60, ComC: 491.8414
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 330, S2+S3+S5: 1815, S4: 60, ComC: 473.1587
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 330, S2+S3+S5: 1860, S4: 60, ComC: 491.6812
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 490.8292
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1830, S4: 60, ComC: 498.1756
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1845, S4: 60, ComC: 497.9098
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1890, S4: 60, ComC: 493.3917
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 496.7507
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1785, S4: 60, ComC: 465.5129
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1725, S4: 60, ComC: 489.8357
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1935, S4: 50, ComC: 493.6347
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1740, S4: 60, ComC: 489.3180
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 300, S2+S3+S5: 1740, S4: 60, ComC: 499.5238
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 493.6505
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 491.9618
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 493.0165
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1905, S4: 60, ComC: 469.9620
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1710, S4: 60, ComC: 470.0636

--- Temperature Level (22/76) ---
> Current temperature: 37.4618
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 493.0165
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 493.0165
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 493.0165
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1770, S4: 60, ComC: 485.7080
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 493.0165
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 493.0165
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1740, S4: 60, ComC: 493.0165
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1755, S4: 60, ComC: 491.8938
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 1830, S4: 60, ComC: 496.2534
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 1680, S4: 60, ComC: 491.1162
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1755, S4: 60, ComC: 489.1423
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1875, S4: 60, ComC: 481.2520
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 300, S2+S3+S5: 1800, S4: 60, ComC: 493.6227
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1920, S4: 60, ComC: 492.9123
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1755, S4: 60, ComC: 491.8938
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1755, S4: 60, ComC: 491.8938
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1755, S4: 60, ComC: 491.8938
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 1815, S4: 60, ComC: 489.4216
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 1800, S4: 60, ComC: 494.1909
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1755, S4: 60, ComC: 491.8938
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 1680, S4: 70, ComC: 489.7705
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1755, S4: 60, ComC: 491.8938
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1785, S4: 60, ComC: 488.5100
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1785, S4: 60, ComC: 488.5100
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1785, S4: 60, ComC: 488.5100
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1785, S4: 60, ComC: 488.5100
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1785, S4: 60, ComC: 488.5100
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1785, S4: 60, ComC: 488.5100
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 1785, S4: 60, ComC: 488.5100
