Run scenario: n050w4

Processing: week 0
================================================================================

Finish initial solution ...
penalties -- H1: 0, H2: 0, H3: 7000 H4: 0, S1: 1770, S2+S3+S5: 10080, S4: 20, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 840, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7140, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7380, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7335, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 840, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 870, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 2000 H4: 0, S1: 870, S2+S3+S5: 7380, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7410, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7410, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7470, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7410, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7380, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 960, S2+S3+S5: 7425, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7380, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 990, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7380, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7380, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7425, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2500 H4: 0, S1: 870, S2+S3+S5: 7200, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 2000 H4: 0, S1: 960, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7440, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7320, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 2000 H4: 0, S1: 930, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7350, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7365, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1500, H3: 1500 H4: 0, S1: 960, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7395, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7440, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7515, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 870, S2+S3+S5: 7485, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7515, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7545, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7545, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7710, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7650, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 870, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7545, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2500 H4: 0, S1: 870, S2+S3+S5: 7680, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7740, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7740, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7740, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 8010, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7800, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7845, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7770, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7875, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 2000 H4: 0, S1: 930, S2+S3+S5: 7680, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7740, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7740, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7740, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1500, H3: 1500 H4: 0, S1: 960, S2+S3+S5: 7680, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7605, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7530, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7785, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7830, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 870, S2+S3+S5: 7710, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7635, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7635, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7770, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7695, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7425, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7515, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7590, S4: 30, ComC: 0.0000

--- Temperature Level (8/76) ---
> Current temperature: 76.8171
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7620, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7620, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 2000 H4: 0, S1: 930, S2+S3+S5: 7650, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7620, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7635, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7635, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7635, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7635, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7575, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2500 H4: 0, S1: 900, S2+S3+S5: 7380, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1500 H4: 0, S1: 960, S2+S3+S5: 7725, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7710, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7710, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 960, S2+S3+S5: 7755, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 900, S2+S3+S5: 7650, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 930, S2+S3+S5: 7875, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 900, S2+S3+S5: 7830, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 960, S2+S3+S5: 7695, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 960, S2+S3+S5: 7560, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 960, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 2000 H4: 0, S1: 930, S2+S3+S5: 7590, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 900, S2+S3+S5: 7845, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7680, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1000 H4: 0, S1: 960, S2+S3+S5: 7770, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7635, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1500 H4: 0, S1: 930, S2+S3+S5: 7680, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7665, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7530, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 900, S2+S3+S5: 7485, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 900, S2+S3+S5: 7485, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 1000, H3: 1000 H4: 0, S1: 930, S2+S3+S5: 7485, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 900, S2+S3+S5: 7485, S4: 30, ComC: 0.0000
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 900, S2+S3+S5: 7485, S4: 30, ComC: 0.0000
